Name,Category,Type,Price Range,Rating,No of Reviews,Description,Address,Latitude,Longitude
Johnston Gate,Landmark,Tourist attraction,,4.4,34,,1483 Massachusetts Ave  Ad    ,42.374645,-71.118622
Hamilton Hall,Landmark,Tourist attraction,,4.5,49,,9 Chestnut St,42.357887,-71.066641
Francis B. Austin House,Landmark,Tourist attraction,,4.5,107,,58 High St,42.309157,-71.061022
Training Field,Landmark,Tourist attraction,,4.8,17,,,,
Bunker Hill Monument,Landmark,Tourist attraction,,4.6,2933,,,,
Quincy House,Landmark,Tourist attraction,,4.3,7,,era estate,42.370567,-71.026964
Robert Frost House,Landmark,Tourist attraction,,3.7,3,,29,42.378584,-71.132109
Ellen Swallow Richards House,Landmark,Tourist attraction,,5,2,,32 Eliot St,42.351207,-71.067465
Lawson Tower,Landmark,Tourist attraction,,4.5,14,,330 First Parish Rd,42.200645,-70.755004
Boston African American National Historic Site,Landmark,Tourist attraction,,4.7,37,,46 Joy St,42.360007,-71.065221
Timothy Hoxie House,Landmark,Historical landmark,,4.5,15,,"Roxbury Crossing, 135 Hillside St",42.330743,-71.088004
The Redstone Schoolhouse,Landmark,Tourist attraction,,3.6,5,,1,42.358605,-71.471004
Peter and Oliver Tufts House,Landmark,Historical landmark,,5,1,,78 Sycamore St,42.316147,-71.054396
Paul Revere Grave,Landmark,Historical landmark,,4.3,7,,Tremont St,42.342951,-71.073688
Landmark's Kendall Square Cinema,Landmark,Movie theater,,4.6,645,,355 Binney St,42.367994,-71.089943
"Boston Public Library, Central Branch  McKim Building",Landmark,Historical landmark,,4.9,47,,230 Dartmouth St,42.349515,-71.077639
John Paul II Placard,Landmark,Historical landmark,,4.2,6,,16 Charles St,42.300387,-71.061641
Exeter Street Theatre,Landmark,Historical landmark,,5,1,,26 Exeter St,42.350627,-71.079671
Fens Gatehouse,Landmark,Historical landmark,,4.5,285,,BOST,42.370567,-71.026964
Boston Vendome Hotel Fire Memorial,Landmark,Historical landmark,,4.7,15,,,,
Tufts Memorial Steps,Landmark,Historical landmark,,4.5,49,,,,
Great Dome,Landmark,Tourist attraction,,4.7,467,,Memorial Dr,42.359409,-71.091863
Newton Corner Bell Tower,Landmark,Tourist attraction,,4.8,17,,,,
Ether Monument,Landmark,Tourist attraction,,4.6,38,,Arlington St & Marlborough St,42.355001,-71.072295
Pleasant Street Historic District,Landmark,Historical landmark,,4.3,7,,Pleasant St,42.314699,-71.059861
The Paul Revere House,Landmark,Tourist attraction,,4.4,1766,,19 N Square,42.363747,-71.053691
Old South Church,Landmark,Tourist attraction,,4.6,199,,645 Boylston St,42.350127,-71.078321
Massasoit Statue,Landmark,Tourist attraction,,4.6,14,,35 Carver St,41.957641,-70.662448
"Stonehurst, the Robert Treat Paine Estate",Landmark,Tourist attraction,,4.5,64,,100 Robert Treat Paine Dr,42.388076,-71.230565
Greater Portland Landmarks,Landmark,Tourist attraction,,4.6,5,,93 High St,42.308849,-71.061483
Paine Furniture Building,Landmark,Historical landmark,,4.5,15,,75,42.350299,-71.070159
Adams National Historical Park,Landmark,Tourist attraction,,4.7,195,,1250 Hancock St,42.252321,-71.004062
Fort Standish,Landmark,Tourist attraction,,4.3,3,,28 Court Square,42.358577,-71.059401
Collier Memorial,Landmark,Historical landmark,,4.6,645,,Massachusetts Institute Of Technology,42.370567,-71.026964
Flagpole & Message Board for Fenway Victory Gardens,Landmark,Landmark,,5,1,,Path Q,42.370567,-71.026964
Soldiers and Sailors Monument,Landmark,Historical landmark,,4.5,4,,45 Beacon St,42.356907,-71.067051
The Playmouth Theatre,Landmark,Historical landmark,,5,1,,,,
Athenaeum Press,Landmark,Historical landmark,,4.5,285,,215 First St,42.341436,-71.050094
Public Dock,Landmark,Historical landmark,,4.7,15,,Dr Paul Dudley White Bike Path,42.370567,-71.026964
Longfellow House - Washington's Headquarters National Historic Site,Landmark,Tourist attraction,,4.7,163,,105 Brattle St,42.271129,-71.118014
Nichols House Museum,Landmark,Tourist attraction,,4.4,31,,"1330, 55 Mt Vernon St",42.358342,-71.065966
"Museum of Fine Arts, Boston",Landmark,Tourist attraction,,4.8,8984,,465 Huntington Ave,42.339591,-71.094203
"Milestone 5, 1767",Landmark,Historical landmark,,4.6,38,,210 Harvard St,42.295587,-71.085011
Buckman Tavern,Landmark,Tourist attraction,,4.6,63,,1 Bedford St,42.354214,-71.061697
Lafayette Mall Monument,Landmark,Historical landmark,,4.6,14,,"Boston Common, Tremont St",42.324701,-71.059233
Chinatown Gate,Landmark,Historical landmark,,4.3,212,,70 Beach St,42.351357,-71.059921
John Hancock's Grave,Landmark,Historical landmark,,4.7,10,,Tremont St,42.342951,-71.073688
Charles River Dam,Landmark,Historical landmark,,4.6,5,,Charles River Dam Road,42.366871,-71.068415
Province Steps,Landmark,Historical landmark,,4,13,,,,
Marion Path,Landmark,Historical landmark,,4.7,195,,Marion Path,42.377943,-71.037069
Ma Fallen Firefighter Memorial,Landmark,Historical landmark,,5,1,,2 Center Plz,42.359817,-71.060202
Historic Site of the Original Boston Madison Square Garden,Landmark,Historical landmark,,4.5,4,,150 Causeway St,42.365663,-71.061656
Old Corner Book Store,Landmark,Historical landmark,,3.8,15,,283 Washington St,42.357581,-71.058424
Hiram Sands House,Landmark,Historical landmark,,4.5,285,,22 Putnam Ave,42.360024,-71.070065
Black Jesus Statue,Landmark,Historical landmark,,4.7,163,,188 Highland St,42.323407,-71.093211
Codman Building,Landmark,Historical landmark,,4.2,6,,55 Kilby St,42.357861,-71.055642
Union Railway Car Barn,Landmark,Historical landmark,,4.8,8984,,616 Cambridge St,42.371964,-71.086443
University Path,Landmark,Historical landmark,,4.6,38,,University Path,42.351371,-71.109683
Leroy Anderson Square,Landmark,Historical landmark,,4.6,63,,2 Crawford St,42.310339,-71.083554
Thoreau Cabin Site,Landmark,Tourist attraction,,4.6,106,,Pond Path,42.312242,-71.124194
Charles River Esplanade,Landmark,Tourist attraction,,4.8,1022,,Charles River Esplanade,42.355548,-71.078822
Malcolm X House,Landmark,Historical landmark,,4.6,14,,72 Dale St,42.321397,-71.086441
Fan Pier Public Artwork,Landmark,Historical landmark,,4.3,212,,Marina Park Drive,42.353257,-71.044891
Ropes Mansion and Garden,Landmark,Tourist attraction,,4.6,100,,318 Essex St,42.521066,-70.899699
Lewis Wharf Building,Landmark,Historical landmark,,4,13,,,,
Faneuil Hall Marketplace,Landmark,Tourist attraction,,4.5,23784,,4 S Market St,42.359619,-71.055995
"Museum of Fine Arts, Boston",Museum,Art museum,,4.8,8976,Impressionist art & Egyptian treasures,465 Huntington Ave,42.339591,-71.094203
Museum of Science,Museum,Science museum,,4.7,10953,Interactive exhibits & an IMAX theater,Museum Of Science Driveway,42.338339,-71.095419
Isabella Stewart Gardner Museum,Museum,Art museum,,4.7,3491,Art treasures in a Venetian style palace,25 Evans Way,42.338154,-71.098846
Harvard Museum of Natural History,Museum,Natural history museum,,4.7,2179,"Glass flowers, zoology & minerals",26 Oxford St,42.351681,-71.060271
Harvard Art Museums,Museum,Art museum,,4.6,839,Diverse European & American works,32 Quincy St,42.315987,-71.081061
Boston Tea Party Ships & Museum,Museum,Museum,,4.5,3438,Floating museum with live reenactments,306 Congress St,42.351586,-71.050141
Boston Children's Museum,Museum,Children's museum,,4.7,3330,Hands on exhibits & play spaces,308 Congress St,42.351811,-71.049645
MIT Museum,Museum,Science museum,,4.3,1842,Exhibits on science & technology,265 Massachusetts Ave,42.343837,-71.086461
USS Constitution Museum,Museum,History museum,,4.7,2564,Exhibits about the circa 1797 warship,"Building 22, Charlestown Navy Yard",42.370567,-71.026964
Nichols House Museum,Museum,Museum,,4.4,31,Historic Victorian home turned museum ,"1330, 55 Mt Vernon St",42.358393,-71.065924
Old State House,Museum,History museum,,4.5,873,Original colonial seat & state capitol,206 Washington St,42.358757,-71.057532
"Paul S. Russell, MD Museum of Medical History and Innovation at Massachusetts General Hospital",Museum,Museum,,4.5,125,,2 N Grove St  Ad,42.361309,-71.069065
The Institute of Contemporary Art,Museum,Art museum,,4.4,1757,Striking waterfront modern art museum ,25 Harbor Shore Drive,42.352778,-71.043104
Boston Fire Museum,Museum,Museum,,4.7,98,Firefighting history in an old firehouse ,344 Congress St,42.350867,-71.048741
Larz Anderson Auto Museum,Museum,Museum,,4.7,378,Antique car & vintage bicycle collection ,15 Newton St,42.356407,-71.163021
Museum of African American History,Museum,History museum,,4.5,113,,46 Joy St  Ad,42.360007,-71.065221
Peabody Museum of Archaeology and Ethnology,Museum,Museum,,4.6,290,Anthropological collections at Harvard,11 Divinity Ave,42.378227,-71.114692
Gibson House Museum,Museum,Museum,,4.5,39,Posh Victorian home with tours & events ,137 Beacon St,42.354747,-71.074111
John F. Kennedy Presidential Library and Museum,Museum,Museum,,4.6,331,Political history exhibits & artifacts,Columbia Point,42.311363,-71.071157
Harvard Semitic Museum,Museum,Museum,,4.5,74,"Artifacts from Egypt, Israel & more",6 Divinity Ave,42.378031,-71.114265
Bostonian Society Museum Shop,Museum,Museum,,4.3,64,Art treasures in a Venetian style palace,1 Faneuil Hall Sq,42.359887,-71.053981
Otis House Museum,Museum,History museum,,4.2,41,1796 Federal style mansion with tours,141 Cambridge St,42.361558,-71.064611
USS Constitution,Museum,Maritime museum,,4.8,994,Diverse European & American works,3rd St,42.339126,-71.049619
Metropolitan Waterworks Museum,Museum,Museum,,4.7,175,Exhibits on 1st U.S. city water system,2450 Beacon St,42.331706,-71.155636
The West End Museum,Museum,Museum,,4.6,34,Hands on exhibits & play spaces,150 Staniford St Entrance on Lomasney Way Open throughout construction next door,42.364159,-71.063868
Bunker Hill Museum,Museum,History museum,,4.4,120,Exhibits about the American Revolution,43 Monument Sq,42.332557,-71.041374
McMullen Museum of Art,Museum,Museum,,4.6,34,"Tapestries, paintings & other works",2101 Commonwealth Avenue,42.340778,-71.162657
The Sports Museum,Museum,Museum,,4.6,28,Boston sports memorabilia & tours,100 Legends Way,42.366577,-71.061631
International Paper Museum,Museum,Museum,,3.7,3,Historic Victorian home turned museum ,8 Evans Rd,42.282897,-71.076901
MIT List Visual Arts Center,Museum,Museum,,4.5,85,MIT's contemporary art gallery,20 Ames St,42.290088,-71.085981
Museum of Comparative Zoology,Museum,Museum of zoology,,4.8,39,Research center with millions of fossils,26 Oxford St,42.351681,-71.060271
The Museum of NCAAA,Museum,Museum,,4.6,27,Striking waterfront modern art museum ,300 Walnut Ave,42.316387,-71.092381
Somerville Museum,Museum,Museum,,4.2,19,Firefighting history in an old firehouse ,1 Westwood Rd,42.308677,-71.072389
The Paul Revere House,Museum,Museum,,4.4,1766,Revolutionary War hero's famed residence,19 N Square,42.363747,-71.053691
Hart Nautical Gallery,Museum,Museum,,4.2,14,Archive on old fashioned sailing vessels,55 Massachusetts Ave,42.349646,-71.089125
Warren Anatomical Museum Gallery,Museum,Museum,,4.1,78,Anatomy and pathology museum at Harvard,10 Shattuck St,42.335087,-71.103721
Gabel Museum of Archaeology,Museum,Archaeological museum,,4,1,Posh Victorian home with tours & events ,675 Commonwealth Avenue,42.350216,-71.105005
Longyear Museum,Museum,History museum,,5,20,Political history exhibits & artifacts,1125 Boylston St,42.346854,-71.090523
Dreamland Wax Museum,Museum,Museum,,3.9,395,"Artifacts from Egypt, Israel & more",1 Washington Mall,42.359257,-71.057921
NEHGS,Museum,Museum,,4.5,8,Art treasures in a Venetian style palace,101 Newbury St,42.351797,-71.075371
Plumbing Museum,Museum,Museum,,4.7,17,1796 Federal style mansion with tours,80 Rosedale Rd,42.292563,-71.072499
Institute For Contemporary Art,Museum,Modern art museum,,3.6,14,Diverse European & American works,85 E India Row,42.358121,-71.049811
The Mµseum,Museum,Art museum,,4.2,5,Exhibits on 1st U.S. city water system,71 Union Square,42.361539,-71.057006
The Collection of Historical Scientific Instruments at the Putnam Gallery,Museum,Science museum,,4.6,42,Hands on exhibits & play spaces,1 Oxford St,42.352698,-71.060666
Old South Meeting House,Museum,Museum,,4.6,304,Historic site of the Boston Tea Party,310 Washington St,42.357003,-71.058385
Massachusetts Archives & Commonwealth Museum,Museum,Museum,,4.6,50,Exhibits about the American Revolution,220 Morrissey Blvd,42.316286,-71.034145
Armenian Museum of America,Museum,Museum,,4.6,9,"Tapestries, paintings & other works",65 Main St,42.373652,-71.062371
Charles Hayden Planetarium,Museum,Museum,,4.8,99,Boston sports memorabilia & tours,Museum Of Science Driveway,42.338339,-71.095419
Parking; Symphony Hall,Museum,Museum,,3.7,3,Historic Victorian home turned museum ,75 Gainsborough St,42.342493,-71.087975
The Museum Of Bad Art,Museum,Museum,,3.1,52,Collection of offbeat artworks,55 Davis Square,42.374896,-71.036707
Design Museum Boston,Museum,Museum,,4.6,27,Striking waterfront modern art museum ,70 E India Row,42.358151,-71.050641
Griffin Museum of Photography at DSI,Museum,Museum,,4.2,19,Firefighting history in an old firehouse ,9 Brighton St,42.382741,-71.078344
Jackson Homestead and Museum,Museum,History museum,,4.7,27,Museum in pre Civil War era building,527 Washington St,42.293181,-71.072007
Txakoli Txikubin,Museum,Museum of space history,,4.1,78,Anatomy and pathology museum at Harvard,56 St Botolph St,42.345104,-71.080265
Mary Baker Eddy Historic House,Museum,Historical place museum,,3.8,5,Political history exhibits & artifacts,400 Beacon St,42.352197,-71.085481
MFA Japanese Garden,Museum,Museum,,5,1,Diverse European & American works,465 Huntington Ave,42.339591,-71.094203
Museum of the First Corps of Cadets,Museum,Museum,,4.2,5,Exhibits on 1st U.S. city water system,227 Commonwealth Avenue,42.351287,-71.082201
John F. Kennedy Birthplace,Museum,Historical place museum,,4.3,15,Hands on exhibits & play spaces,83 Beals St,42.283354,-71.063306
Museum of Modern Renaissance,Museum,Museum,,4.8,25,Exhibits about the American Revolution,115 College Ave,42.399941,-71.118035
CreatedBy Festival 2019,Museum,Children's museum,,4.6,9,"Tapestries, paintings & other works","Children’s Museum, 308 Congress St",42.370567,-71.026964
Berkeley Hall,Museum,Museum,,4.8,99,Boston sports memorabilia & tours,200 Berkeley St,42.350078,-71.072921
Koch Institute Public Galleries,Museum,Science museum,,3.7,3,Historic Victorian home turned museum ,"Massachusetts Institute of Technology, 500 Main St building 76",42.370567,-71.026964
Unocon1,Museum,Museum of space history,,4.5,18,MIT's contemporary art gallery,56 St Botolph St,42.345104,-71.080265
BSO,Museum,Museum,,5,10,Collection of offbeat artworks,301 Massachusetts Ave,42.342893,-71.085689
George Robert Whitw,Museum,Museum,,4.2,19,Firefighting history in an old firehouse ,94 MA,42.355345,-71.072301
Historical Society of Watertown,Museum,History museum,,5,2,Museum in pre Civil War era building,28 Marshall St,42.361429,-71.057152
MassArt Art Museum,Museum,Art museum,,4.8,162,Historic poet's home & war headquarters,621 Huntington Ave,42.336529,-71.099866
Boston Sculptors Gallery,Museum,Sculpture museum,,4.1,78,Anatomy and pathology museum at Harvard,486 Harrison Ave,42.342197,-71.065741
"Adolphus Busch Hall, Harvard University",Museum,Museum,,4,1,Posh Victorian home with tours & events ,29 Kirkland St,42.376923,-71.113957
Acorn Street,Museum,Museum,,5,1,Political history exhibits & artifacts,5 Acorn St,42.357557,-71.068901
Joe Davis,Museum,Museum,,4.5,8,"Artifacts from Egypt, Israel & more",237 Broadway,42.339226,-71.051814
Boston African American National Historic Site,Museum,Historical place museum,,4.7,37,Historic exhibits in an 1834 schoolhouse,46 Joy St,42.360007,-71.065221
The Friend Smithsonian Museum,Museum,Museum,,5,1,Diverse European & American works,135 Highland Ave,42.387991,-70.971884
Charles River Museum of Industry & Innovation,Museum,Museum,,4.5,184,Hands on exhibits on famous inventions,154 Moody St,42.372812,-71.233746
William Hickling Prescott House,Museum,Historical place museum,,4.8,5,Hands on exhibits & play spaces,55 Beacon St,42.356695,-71.068211
PFC Ernest Prussman Statue,Museum,Museum,,4.3,20,Historic site of the Boston Tea Party,Cunningham Park,42.314171,-71.074164
Sir richard landings marker,Museum,Museum,,5,1,Exhibits about the American Revolution,12 Gerrys Landing Rd,42.374518,-71.137837
Gore Place,Museum,Museum,,4.7,135,Historic estate of 19th century governor,52 Gore St,42.330789,-71.097255
Henry Wadsworth Longfellow Gravesite,Museum,Museum,,4.8,99,Boston sports memorabilia & tours,Fountain Avenue,42.324099,-71.084674
Story Chapel Visitor Center,Museum,Museum,,4.7,18,Historic Victorian home turned museum,"5517, 580 Mt Auburn St",42.374747,-71.144727
Edmund Fowle House,Museum,Local history museum,,4.5,18,MIT's contemporary art gallery,28 Marshall St,42.361429,-71.057152
Lawrence Scientific School,Museum,Science museum,,5,10,Collection of offbeat artworks,"Harvard University, 29 Oxford St",42.296305,-71.082251
USS Cassin Young,Museum,Maritime museum,,4.6,146,Firefighting history in an old firehouse ,198 3rd St,42.339598,-71.049691
Garage Aquarium,Museum,Museum,,4.8,162,Historic poet's home & war headquarters,30 Rowes Wharf,42.356597,-71.050381
Sunflower Castle,Museum,Museum,,3.8,8,Anatomy and pathology museum at Harvard,130 Mt Vernon St,42.357587,-71.070781
Museum Entrance,Museum,Museum,,4,1,Posh Victorian home with tours & events ,300 Congress St,42.352426,-71.052064
The Telephone Museum,Museum,History museum,,5,6,Political history exhibits & artifacts,289 Moody St Suite 111,42.371256,-71.236951
Cyrus Dallin Art Museum,Museum,Sculpture museum,,4.5,22,Works by the noted American sculptor,611 Massachusetts Ave,42.337032,-71.077976
Waltham Museum,Museum,Museum,,4.9,7,1796 Federal style mansion with tours,25 Lexington St,42.377177,-71.038703
The Rose Art Museum,Museum,Art museum,,4.5,38,"Over 8,000 modern & contemporary works",415 South St,42.365679,-71.262475
Royall House,Museum,Museum,,4.4,5,Hands on exhibits on famous inventions,191 Main St,42.376067,-71.064801
Boston Athenæum,Museum,Museum,,4.1,37,Grand 19th century library & art museum,10 ½ Beacon St,42.358117,-71.061841
Fenway Park,Museum,Museum,,4.3,20,Historic site of the Boston Tea Party,101 Harborside Dr,42.359216,-71.027193
Little Free Library,Museum,Museum,,3.7,3,Exhibits about the American Revolution,35 Trull St,42.311936,-71.066973
Quincy House,Museum,Historical place museum,,4.3,7,Tours of a Revolutionary War era estate,20 Muirhead St,42.370597,-71.117513
Boston Rock & Roll Museum,Museum,Museum,,4.8,99,Boston sports memorabilia & tours,13A Medford St,42.365762,-71.058382
Revere Historical Society,Museum,History museum,,3.5,6,Historic Victorian home turned museum,108 Beach St,42.350919,-71.057871
deCordova Sculpture Park and Museum,Museum,Art museum,,4.6,609,Art museum with 30 acres of sculptures,51 Sandy Pond Rd,42.430858,-71.310839
Boston National Historical Park,Museum,National park,,4.7,5869,Educational programs & guided tours,"Building 5, Charlestown Navy Yard",42.370567,-71.026964
Needham Antique Ford Museum,Museum,Museum,,4.6,27,Striking waterfront modern art museum,240 Chestnut St,42.393278,-71.035519
The Bostonian Society,Museum,Museum,,5,2,Firefighting history in an old firehouse,206 Washington St,42.358757,-71.057532
Ancient and Honorable Artillery Company,Museum,Association or organization,,4.6,13,Museum in pre Civil War era building,4 Faneuil Hall,42.359887,-71.053981
Blue Hills Trailside Museum,Museum,Museum,,4.6,388,Historic poet's home & war headquarters,1904 Canton Ave,42.218618,-71.119294
Jr League Showhouse,Museum,Museum,,5,6,Political history exhibits & artifacts,35 Webster St,42.367437,-71.039061
Buckman Tavern,Museum,Historical place museum,,4.6,63,Famous Revolutionary War–era tavern,1 Bedford St,42.354214,-71.061697
Concord Museum,Museum,History museum,,4.4,161,Artifacts from Concord's history,53 Cambridge Turnpike,42.361105,-71.061221
Eustis Estate Museum and Study Center,Museum,History museum,,4.9,105,"Over 8,000 modern & contemporary works",1424 Canton Ave,42.232852,-71.109997
The International Museum of World War II,Museum,History museum,,4.8,53,"History exhibits with 7,500+ artifacts",8 Mercer Rd,42.333407,-71.048881
Hull Life Saving Museum,Museum,Local history museum,,4.6,26,Grand 19th century library & art museum,1117 Nantasket Ave,42.306184,-70.899853
Salem Witch Museum,Museum,Museum,,3.8,3953,Staged exhibits of the 1692 witch trials,19 1/2 N Washington Square,42.364561,-71.058304
Lyman Estate,Museum,Historical place museum,,4.6,106,Late 18th century country estate,185 Lyman St,42.383001,-71.228299
Davis Museum,Museum,Art museum,,4.4,33,Tours of a Revolutionary War era estate,106 Central St,42.359039,-71.052909
Peabody Essex Museum,Museum,Art museum,,4.7,1774,Modern venue for American/Asian artwork,161 Essex St,42.352219,-71.058247
Sawin Museum,Museum,Museum,,5,1,Art museum with 30 acres of sculptures,80 Dedham St,42.341771,-71.072971
Lynn Museum,Museum,Heritage museum,,4.6,79,Educational programs & guided tours,590 Washington St,42.291107,-71.071441
Grand Army Museum,Museum,Army museum,,4.8,10,Striking waterfront modern art museum,58 Andrew St,42.329547,-71.057193
Wakefield History Museum,Museum,Museum,,4.5,2,Firefighting history in an old firehouse,39 Prospect St,42.375968,-71.058125
Museum of World War II ADMINISTRATIVE OFFICE (Not Address for Museum),Museum,Museum,,5,2,Museum in pre Civil War era building,46 Eliot St,42.351231,-71.067531
Security Museum,Museum,Museum,,4.6,388,Historic poet's home & war headquarters,424 Essex St,42.467091,-70.943925
Museum of American Bird Art at Mass Audubon,Museum,Art museum,,4.6,43,18th century home of former presidents,963 Washington St,42.278254,-71.069577
The Witch House at Salem,Museum,Historical place museum,,4.3,1386,Historic 17th century home with tours,310 Essex St,42.521547,-70.898679
South Shore Model Railway Club & Museum,Museum,Museum,,4.3,15,Political history exhibits & artifacts,52 Bare Cove Park Dr,42.237771,-70.912661
Weston Historical Museum,Museum,Museum,,4,1,"Artifacts from Egypt, Israel & more",358 Boston Post Rd,42.367755,-71.298231
Hingham Historical Society,Museum,Museum,,4.8,15,Famous Revolutionary War–era tavern,34 Main St,42.287488,-71.095386
George Peabody House Museums,Museum,Museum,,3.9,21,Artifacts from Concord's history,205 Washington St,42.302805,-71.078314
Count Orlok's Nightmare Gallery,Museum,Museum,,4.6,256,Horror museum & seasonal haunted house,217 Essex St,42.351881,-71.057033
Salem Wax Museum,Museum,Wax museum,,3.6,343,Local history exhibits & a souvenir shop Closing soon: 8:00 PM,288 Derby St,42.520403,-70.891532
Danforth Art School,Museum,Art museum,,4.7,24,Grand 19th century library & art museum,14 Vernon St,42.330301,-71.084237
Peabody Essex Museum Shop,Museum,Museum,,4.7,18,"Maritime themed gifts, prints & apparel",161 Essex St,42.352219,-71.058247
The Salem Museum,Museum,History museum,,4.3,27,Local history in the Old Town Hall,32 Derby Square,42.521145,-70.894089
Quaker Meeting House,Museum,Historical place museum,,5,1,Boston sports memorabilia & tours,"6 Chestnut St, Boston, MA 02108",42.523011,-70.891735
Peabody Historical Fire Museum,Museum,History museum,,4.7,3,Modern venue for American/Asian artwork,43 Felton St,42.361926,-71.053434
The Old Ordinary of The Hingham Historical Society,Museum,Museum,,4,4,Art museum with 30 acres of sculptures,21 Lincoln St,42.299572,-71.060061
Wenham Museum,Museum,Museum,,4.6,117,Striking waterfront modern art museum,132 Main St,42.374981,-71.064267
Abstract Oil Paintings by Maura Cunningham,Museum,Art gallery,,4.5,2,Firefighting history in an old firehouse,59 Wareham St,42.339187,-71.067531
American Heritage Museum,Museum,Museum,,4.7,47,Museum in pre Civil War era building,568 Main St,42.391603,-71.504897
Boott Cotton Mills Museum,Museum,History museum,,4.7,178,Industrial museum with guided tours,115 John St,42.647422,-71.306595
Worcester Art Museum,Museum,Art museum,,4.7,884,Encyclopedic collection of art treasures,55 Salisbury St,42.273058,-71.801447
Museum Square,Museum,Museum,,4.4,55,Historic 17th century home with tours,2 Museum Square,42.338268,-71.094753
Manchester Historical Museum,Museum,Museum,,4.9,9,Early 19th century furnishings & art,10 Union St,42.360511,-71.056912
Franklin Historical Museum,Museum,Museum,,5,12,"Artifacts from Egypt, Israel & more",80 W Central St,42.359003,-71.053147
Fruitlands Museum,Museum,Art museum,,4.7,196,19th century American culture displays,102 Prospect Hill Rd,42.508343,-71.610215
RISD Museum,Museum,Museum,,4.7,731,Center of fine & decorative arts,20 N Main St,42.364307,-71.052681
Boston tea party museum,Museum,Museum,,5,1,Horror museum & seasonal haunted house,298 Lee Fort Terrace,42.329525,-71.035072
Dedham Historical Society,Museum,Museum,,3.6,343,Local history exhibits & a souvenir shop Closing soon: 8:00 PM,612 High St,42.248268,-71.174492
Museum of Russian Icons,Museum,Museum,,4.8,147,Religious art & Russian tea room,203 Union St,42.415557,-71.683795
The Little Red Shop Museum,Museum,Museum,,4,7,"Maritime themed gifts, prints & apparel",12 Hopedale St,42.359747,-71.127031
Ipswich Museum,Museum,Museum,,4.9,7,Local history in the Old Town Hall,54 S Main St,42.286963,-71.096474
Skywalk Observatory,Museum,Museum,,4.5,2200,Views of Boston from the 50th floor,800 Boylston St,42.346277,-71.082801
Quim Alcantara Atelier,Museum,Arts organization,,4.7,3,Modern venue for American/Asian artwork,303 Third St #320,42.337314,-71.046917
General Artemas Ward Museum,Museum,Museum,,4.8,5,Historical home of an American general,786 Main St,42.295701,-71.696994
Custom House Maritime Museum,Museum,Museum,,4.6,67,Nautical exhibits in historic quarters,25 Water St,42.288806,-71.040598
Lura Woodside Watkins Museum,Museum,Museum,,4.6,117,Striking waterfront modern art museum,9 Pleasant St,42.318117,-71.059241
Museum of Printing,Museum,Museum,,4.9,32,Printing & typesetting technology museum,15 Thornton Ave,42.321276,-71.093486
Worcester Historical Museum,Museum,Museum,,4.4,14,Institution devoted to Worcester history,30 Elm St,42.300664,-71.053441
Art Complex Museum,Museum,Museum,,4.9,7,Industrial museum with guided tours,189 Alden St,42.044023,-70.687617
Currier Museum of Art,Museum,Art museum,,4.7,565,Grand European & American art collection,150 Ash St,42.997737,-71.455373
Robbins Museum of Archaeology,Museum,Museum,,4.6,20,Early 19th century furnishings & art,17 Jackson St,42.355841,-71.06132
James Babson Museum,Museum,Historical place museum,,4,2,"Artifacts from Egypt, Israel & more",291 Main St,42.377757,-71.067031
New Bedford Whaling Museum,Museum,Museum,,4.7,567,Exhibits & history of whaling industry,18 Johnny Cake Hill,42.347714,-71.062771
Haffenreffer Museum of Anthropology,Museum,Science museum,,4.2,21,Ancient artifacts plus events & programs,21 Prospect St,42.375397,-71.057691
Halifax Historical Commission,Museum,History museum,,3.8,4,Horror museum & seasonal haunted house,South St,42.351569,-71.057066
Devens Museum Field,Museum,Museum,,5,1,Local history exhibits & a souvenir shop Closing soon: 8:00 PM,5 Antietam St,42.550391,-71.608327
Botany Libraries and Archives,Museum,Museum,,4.8,147,Religious art & Russian tea room,22 Divinity Ave,42.378863,-71.114617
Jason Russell House,Museum,Historical landmark,,4.9,13,"Maritime themed gifts, prints & apparel",7 Jason St,42.331772,-71.044141
Old Town Hall Museum,Museum,Museum,,4.9,7,Local history in the Old Town Hall,310 Main St,42.378047,-71.067881
Springfield Museums,Museum,Museum,,4.6,1307,"Science, history & art on display",21 Edwards St,42.382828,-70.987202
Back Bay Fens,Park,Park ,,4.4,456,Urban park with gardens & play areas,100 Park Dr,42.340395,-71.098644
Titus Sparrow Park,Park,Park ,,4.5,151,Urban park with sports courts & events,200 W Newton St,42.343356,-71.078961
Childe Hassam Park,Park,Park ,,4.6,7, ,324 Columbus Ave,42.346144,-71.074546
Harriet Tubman Square,Park,Park ,,4.8,48,Picturesque plaza with monument,450 Columbus Ave,42.343778,-71.077481
Commonwealth Avenue Mall,Park,Park ,,4.6,183,Scenic greenway with historic monuments,484 Commonwealth Avenue,42.348557,-71.094221
Ramler Park,Park,Park ,,4.8,43,"Petite, decorative urban green space",130 Peterborough St,42.342571,-71.100714
Blackstone Square,Park,Park ,,4.5,74,Cozy green space for picnics & dogs,1535 Washington St,42.339534,-71.073389
Franklin Square,Park,Park ,,4.1,64,City park with trees & a fountain,,42.370567,-71.026964
Butterfly Meadow,Park,Garden ,,5,1, ,SW Corridor Park,42.370567,-71.026964
Riverway,Park,Park ,,4.5,34,Scenic park with forest trails & bridges,Riverway,42.340208,-71.109684
